RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner,OddsRatio,RedExperience,BlueExperience,ExperienceDifference,RedWinPercentage,BlueWinPercentage,WinPercentageDifference,RedForm,BlueForm,FormDifference,RedStrikerScore,BlueStrikerScore,RedGrapplerScore,BlueGrapplerScore,StyleAdvantage,RedFinishRate,BlueFinishRate,FinishRateDifference,RedAgeFactor,BlueAgeFactor,AgeFactorDifference,RedBettingConfidence,BlueBettingConfidence,RedPerformanceScore,BluePerformanceScore,PerformanceScoreDiff,RedImpliedProbability,BlueImpliedProbability
-155.0,135.0,64.5161,135.0,2016-01-30,False,Lightweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,1,0,0,16.75,0.34,1.0,0.75,0.343,1,3,8,0,0,0,0,0,1,0,1,Orthodox,182.88,185.42,170,26,30,1,0,-1,-1,3,-8,0,0,-1,-7.62,-2.54,-4,-16.75,-1.0,-0.75,neither,SUB,3.0,782.0,350.0,362.0,175.0,590.0,798.0,530.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1481481481481481,4,0,4,0.24999999999375,0.0,0.24999999999375,-1,0,-1,5.695,4.2688,1.25725,0.63,0.7989500000000005,1.0,0.0,1.0,0.7333333333333334,1.0,-0.2666666666666666,219.5161,0.0,0.1558333333294375,0.0,0.1558333333294375,-0.0064516129032258064,0.007407407407407408
-155.0,145.0,64.5161,145.0,2014-02-15,False,Lightweight,MALE,3,1,0,0,38.0,0.52,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,1,0,0,21.0,0.604,0.8,0.8,0.33,2,2,9,0,0,0,0,1,2,0,3,Southpaw,175.26,177.8,155,35,28,0,0,-2,-3,1,-6,0,-1,-2,2.54,5.08,7,17.0,-0.8,0.2,neither,S-DEC,3.0,900.0,425.0,350.0,200.0,757.0,474.0,450.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.0689655172413792,5,1,4,0.599999999988,0.0,0.599999999988,-1,-1,0,12.684,19.76,1.064,1.0,-7.140000000000002,1.0,0.0,1.0,0.6666666666666667,0.8666666666666667,-0.19999999999999996,219.5161,0.0,0.3399999999932,0.0,0.3399999999932,-0.0064516129032258064,0.006896551724137931
-190.0,175.0,52.6316,175.0,2010-08-28,False,Welterweight,MALE,3,0,1,0,22.0769,0.508,0.9231,0.8462,0.289,6,4,25,0,0,1,1,3,4,0,9,Southpaw,177.8,177.8,170,0,1,0,24.1,0.424,1.3,1.2,0.428,5,3,21,1,0,1,0,1,5,0,7,Southpaw,182.88,193.04,170,25,37,0,0,1,2,-1,4,-1,2,-1,-5.08,-15.24,-12,-2.0231,-0.3769,-0.3538,neither,SUB,3.0,842.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Guillotine Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.0857142857142856,10,13,-3,0.699999999993,0.6923076923023669,0.007692307690633116,1,1,0,10.2184,11.2150652,1.8136,1.1676518,-1.6426133999999983,0.8571428571428571,0.7777777777777778,0.0793650793650793,0.6666666666666667,0.5333333333333333,0.13333333333333341,242.6316,0.0,0.5133333333282001,0.406153846150722,0.1071794871774781,-0.005263157894736842,0.005714285714285714
-440.0,390.0,22.7273,390.0,2016-07-07,False,Lightweight,MALE,3,1,0,0,27.4,0.336,0.4,0.6,0.074,2,3,13,0,0,0,1,0,1,0,2,Orthodox,177.8,185.42,155,1,0,0,20.0,0.337,0.6667,0.0,0.0,2,1,5,0,0,0,0,1,1,0,2,Orthodox,177.8,185.42,155,28,30,0,0,0,0,-2,8,0,-1,0,0.0,0.0,-2,7.4,-0.2667,0.6,neither,SUB,1.0,25.0,175.0,925.0,350.0,875.0,170.0,925.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1282051282051282,3,5,-2,0.6666666666444444,0.399999999992,0.26666666665244443,-1,-1,0,6.74,9.2064,0.6667,0.4444,-2.6887,1.0,0.5,0.5,0.8666666666666667,1.0,-0.1333333333333333,462.7273,0.0,0.4911111110947407,0.33999999999319996,0.15111111110154074,-0.0022727272727272726,0.002564102564102564
150.0,-170.0,150.0,58.8235,2019-07-20,False,Bantamweight,MALE,3,1,0,0,5.1,0.36,0.0,1.5,0.25,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,1,0,0,6.19,0.45,0.0,0.6,0.33,0,1,1,0,0,0,0,0,0,0,0,Switch,175.26,175.26,135,26,26,0,0,0,0,0,2,0,0,0,-7.62,0.0,0,-1.09,0.0,0.9,neither,U-DEC,3.0,900.0,225.0,185.0,1015.0,855.0,1415.0,290.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-0.8823529411764706,1,1,0,0.0,0.0,0.0,-1,-1,0,2.7855000000000003,1.8359999999999999,0.198,0.375,1.1265000000000005,0.0,0.0,0.0,0.7333333333333334,0.7333333333333334,0.0,0.0,228.8235,0.0,0.0,0.0,0.006666666666666667,-0.0058823529411764705
-325.0,265.0,30.7692,265.0,2019-10-26,False,Heavyweight,MALE,3,0,0,0,4.25,0.44,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,0,1,0,5.12,0.49,0.9,1.32,0.6,1,0,1,0,0,0,0,0,1,0,1,Orthodox,193.04,205.74,245,29,27,0,-1,-1,-1,0,-1,0,0,-1,5.08,0.0,2,-0.87,-0.9,-1.32,neither,U-DEC,3.0,900.0,500.0,800.0,550.0,2000.0,-120.0,450.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2264150943396226,1,0,1,0.9999999999,0.0,0.9999999999,1,0,1,2.5088,1.87,1.6920000000000002,0.0,-1.0532000000000004,1.0,0.0,1.0,0.9333333333333333,0.8,0.1333333333333333,355.7692,0.0,1.026666666564,0.0,1.026666666564,-0.003076923076923077,0.0037735849056603774
-220.0,180.0,45.4545,180.0,2016-01-02,False,Women's Strawweight,FEMALE,3,1,0,0,23.0,0.53,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,27,30,-1,0,0,0,-1,3,0,0,0,0.0,0.0,-3,23.0,2.0,0.0,neither,U-DEC,3.0,900.0,103.0,350.0,607.0,1000.0,605.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2222222222222223,0,1,-1,0.0,0.0,0.0,0,-1,1,7.206682000000001,12.190000000000001,0.68144,2.0,-3.664758000000001,0.0,0.0,0.0,0.8,1.0,-0.19999999999999996,265.4545,0.0,0.0,0.0,0.0,-0.004545454545454545,0.005555555555555556
-235.0,195.0,42.5532,195.0,2015-05-09,False,Heavyweight,MALE,5,1,0,0,32.6667,0.416,0.1111,0.7778,0.378,4,4,22,1,0,0,1,4,0,0,5,Orthodox,177.8,182.88,265,1,0,0,52.75,0.474,0.0,1.25,0.384,3,2,20,0,0,0,3,3,0,0,6,Orthodox,193.04,203.2,240,32,41,0,0,1,-1,-2,2,1,1,0,-15.24,-20.32,-9,-20.0833,0.1111,-0.4722,Red,KO/TKO,5.0,1367.0,340.0,900.0,825.0,2000.0,110.0,250.0,1,Punches,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Red,-1.205128205128205,8,9,-1,0.749999999990625,0.5555555555493827,0.19444444444124231,-1,-1,0,25.0035,13.589347199999999,0.48,0.40510840000000004,11.3392612,0.5,0.8,-0.30000000000000004,0.8666666666666667,0.2666666666666667,0.6,277.5532,0.0,0.5524999999930938,0.12592592592452678,0.42657407406856707,-0.00425531914893617,0.005128205128205128
-400.0,325.0,25.0,325.0,2019-05-11,False,Women's Bantamweight,FEMALE,3,2,0,0,50.75,0.464,0.0,0.375,0.094,3,4,21,1,0,2,1,1,0,0,4,Orthodox,165.1,162.56,135,0,2,0,95.25,0.428,0.0,0.5,0.375,2,2,12,0,0,1,1,0,0,0,2,Orthodox,175.26,172.72,135,31,35,-2,-2,1,2,-2,9,1,1,0,-10.16,-10.16,-4,-44.5,0.0,-0.125,Red,SUB,3.0,804.0,-110.0,400.0,1000.0,1600.0,235.0,1200.0,1,Armbar,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Red,-1.2307692307692308,4,8,-4,0.4999999999875,0.49999999999375,-6.250000517127319e-12,2,-2,4,40.766999999999996,23.548000000000002,0.1875,0.035250000000000004,17.066749999999995,0.0,0.25,-0.25,0.9333333333333333,0.6666666666666667,0.2666666666666666,425.0,0.0,0.559999999986,0.23333333333041667,0.32666666665558336,-0.0025,0.003076923076923077
-278.0,220.0,35.9712,220.0,2020-07-25,False,Heavyweight,MALE,3,0,1,0,4.15,0.39,0.5,0.72,0.23,1,3,14,0,0,1,1,1,0,0,3,Orthodox,190.5,198.12,205,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,195.58,256,27,31,0,1,1,3,3,14,0,1,0,-5.08,2.54,4,4.15,0.5,0.72,neither,KO/TKO,1.0,45.0,350.0,375.0,800.0,1125.0,-110.0,900.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2636363636363637,0,6,-6,0.0,0.49999999999166667,-0.49999999999166667,0,1,-1,0.0,1.6185000000000003,0.0,0.6656,-0.9529000000000003,0.0,0.3333333333333333,-0.3333333333333333,0.8,0.9333333333333333,-0.1333333333333333,313.9712,0.0,0.0,0.5133333333247778,-0.5133333333247778,-0.0035971223021582736,0.004545454545454545
130.0,-140.0,130.0,71.4286,2010-07-03,False,Middleweight,MALE,3,1,0,0,26.5,0.46,1.5,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Southpaw,190.5,205.74,205,1,0,0,19.7,0.425,1.6,0.3,0.3,3,4,18,1,0,1,1,2,2,0,6,Orthodox,198.12,200.66,185,27,26,0,0,-2,-5,3,-13,-1,-1,-2,-7.62,5.08,1,6.8,-0.1,0.2,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-0.9285714285714286,10,2,8,0.599999999994,0.499999999975,0.100000000019,-1,-1,0,8.372499999999999,12.190000000000001,1.6900000000000002,1.75,-3.757500000000003,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.7333333333333334,0.06666666666666665,0.0,211.42860000000002,0.40799999999592,0.31166666665108334,0.09633333334483668,0.007692307692307693,-0.007142857142857143
-400.0,300.0,25.0,300.0,2021-01-20,False,Bantamweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,1,0,3.21,0.41,0.2,6.61,0.51,4,2,19,0,0,2,2,1,0,0,5,Orthodox,167.64,175.26,135,28,28,0,-1,-4,-5,-2,-19,0,-1,0,2.54,-5.08,0,-3.21,-0.2,-6.61,neither,SUB,3.0,900.0,115.0,675.0,250.0,2500.0,400.0,650.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.3333333333333333,7,0,7,0.7142857142755102,0.0,0.7142857142755102,1,0,1,1.3160999999999998,0.0,3.5711000000000004,0.0,-2.255000000000001,0.2,0.0,0.2,0.8666666666666667,0.8666666666666667,0.0,425.0,0.0,0.6809523809426532,0.0,0.6809523809426532,-0.0025,0.0033333333333333335
-195.0,165.0,51.2821,165.0,2022-10-01,False,Heavyweight,MALE,3,0,1,0,3.29,0.48,1.9,1.82,0.46,2,7,26,0,0,1,0,1,7,0,9,Orthodox,187.96,203.2,240,0,1,0,2.05,0.45,0.3,2.11,0.35,3,6,28,0,0,1,2,3,2,0,8,Orthodox,177.8,185.42,230,40,45,0,0,-1,1,1,-2,0,-2,5,10.16,17.78,5,1.24,1.6,-0.29,neither,U-DEC,3.0,900.0,300.0,350.0,800.0,1000.0,150.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1818181818181819,14,16,-2,0.5714285714244898,0.5624999999964845,0.008928571428005294,1,1,0,0.9225,1.5792,1.0385,2.7372,1.0420000000000003,0.625,0.8888888888888888,-0.26388888888888884,0.33333333333333337,0.0,0.33333333333333337,246.2821,0.0,0.20952380952231295,0.0,0.20952380952231295,-0.005128205128205128,0.006060606060606061
-520.0,350.0,19.2308,350.0,2023-09-09,False,Lightweight,MALE,3,0,0,0,6.77,0.4,0.0,0.5,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,0,1,0,6.15,0.44,0.0,0.28,0.2,3,4,27,0,0,0,5,1,0,0,6,Southpaw,177.8,182.88,155,28,27,0,-1,-3,-6,-4,-27,0,-1,0,-2.54,-5.08,-1,0.62,0.0,0.22,neither,U-DEC,3.0,900.0,110.0,800.0,1800.0,2200.0,140.0,900.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.4857142857142858,10,0,10,0.599999999994,0.0,0.599999999994,1,0,1,2.706,2.708,0.05600000000000001,0.165,0.10699999999999976,0.16666666666666666,0.0,0.16666666666666666,0.8666666666666667,0.8,0.06666666666666665,539.2308,0.0,0.5719999999942801,0.0,0.5719999999942801,-0.0019230769230769232,0.002857142857142857
-240.0,200.0,41.6667,200.0,2019-03-09,False,Welterweight,MALE,3,0,2,0,31.1818,0.485,0.4545,0.9091,0.305,4,3,28,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,0,3,0,32.8182,0.379,1.0,0.7273,0.225,3,4,29,0,0,0,3,1,3,0,7,Orthodox,182.88,185.42,170,29,36,0,-1,1,1,1,-1,1,0,0,0.0,-2.54,-7,-1.6364,-0.5455,0.1818,neither,U-DEC,3.0,900.0,160.0,460.0,1200.0,350.0,230.0,2000.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2,11,11,0,0.6363636363578512,0.7272727272661157,-0.09090909090826449,3,2,1,12.4380978,15.123173,1.1636425,0.7317755,-3.1169422000000004,0.5714285714285714,0.5,0.0714285714285714,0.9333333333333333,0.6,0.33333333333333337,281.6667,0.0,0.7721212121141928,0.5236363636316033,0.24848484848258956,-0.004166666666666667,0.005
-340.0,280.0,29.4118,280.0,2016-04-23,True,Flyweight,MALE,5,0,4,0,56.75,0.46,0.25,2.25,0.393,4,0,12,0,0,1,3,0,0,0,4,Orthodox,162.56,162.56,135,0,9,0,67.0,0.527,0.4615,4.5385,0.448,9,2,50,9,0,1,6,1,3,0,11,Orthodox,160.02,167.64,125,29,29,0,-5,-5,-7,2,-38,-9,-1,-3,2.54,-5.08,0,-10.25,-0.2115,-2.2885,Red,KO/TKO,1.0,169.0,109.0,400.0,410.0,2400.0,445.0,1340.0,1,Knees,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Red,-1.2142857142857142,13,4,9,0.8461538461473372,0.999999999975,-0.15384615382766276,9,4,5,35.309000000000005,26.105,2.494748,1.13425,7.843502000000004,0.36363636363636365,0.0,0.36363636363636365,0.9333333333333333,0.9333333333333333,0.0,369.41179999999997,0.0,1.500512820501278,1.3066666666339999,0.19384615386727821,-0.0029411764705882353,0.0035714285714285713
-450.0,400.0,22.2222,400.0,2014-04-26,False,Flyweight,MALE,3,1,0,0,69.75,0.438,1.75,3.75,0.5,2,2,12,0,0,0,2,0,0,0,2,Southpaw,170.18,167.64,135,1,0,0,39.25,0.321,0.375,1.0,0.186,3,2,20,2,0,0,3,3,0,0,6,Southpaw,162.56,165.1,125,29,27,0,0,-1,-4,0,-8,-2,-3,0,7.62,2.54,2,30.5,1.375,2.75,Red,SUB,1.0,248.0,100.0,585.0,500.0,1455.0,265.0,800.0,1,Guillotine Choke,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Red,-1.125,8,4,4,0.749999999990625,0.4999999999875,0.25000000000312506,-1,-1,0,12.59925,30.5505,0.5609999999999999,3.625,-14.88725,0.5,0.0,0.5,0.9333333333333333,0.8,0.1333333333333333,472.2222,0.0,0.5949999999925626,0.3399999999915,0.2550000000010626,-0.0022222222222222222,0.0025
140.0,-160.0,140.0,62.5,2021-07-31,False,Women's Strawweight,FEMALE,3,1,0,0,3.08,0.39,0.6,1.2,0.3,2,6,27,0,0,1,2,0,0,0,3,Southpaw,170.18,175.26,115,0,1,0,2.86,0.44,0.5,0.78,0.37,1,2,9,0,0,0,1,0,0,0,1,Southpaw,160.02,165.1,115,36,33,1,-1,1,2,4,18,0,0,0,10.16,10.16,-3,0.22,0.1,0.42,neither,U-DEC,3.0,900.0,180.0,100.0,1000.0,750.0,1400.0,1400.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-0.875,3,9,-6,0.3333333333222222,0.3333333333296296,-7.407408020299044e-12,1,-1,2,1.2584,1.2012,0.7886,0.96,0.22859999999999991,0.0,0.0,0.0,0.6,0.8,-0.20000000000000007,0.0,222.5,0.21999999999266667,0.22666666666414814,-0.006666666671481469,0.007142857142857143,-0.00625
126.0,-154.0,126.0,64.9351,2019-12-21,False,Bantamweight,MALE,3,0,1,0,9.28,0.362,0.24,0.24,0.2,1,3,14,0,0,1,0,2,0,0,3,Orthodox,165.1,173.99,135,0,1,0,15.6667,0.405,0.0,3.0,0.429,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,168.91,135,28,30,0,0,0,2,-3,11,0,2,0,0.0,5.08,-2,0.0,0.24,-2.76,neither,S-DEC,3.0,900.0,160.0,280.0,1300.0,1350.0,780.0,275.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Red,-0.8181818181818182,1,6,-5,0.9999999999,0.49999999999166667,0.4999999999083333,1,1,0,6.3450135,3.3593599999999997,1.287,0.288,1.9866535000000005,0.0,0.6666666666666666,-0.6666666666666666,0.8666666666666667,1.0,-0.1333333333333333,0.0,218.9351,0.9533333332380001,0.5499999999908334,0.4033333332471667,0.007936507936507936,-0.006493506493506494
104.0,-114.0,104.0,87.7193,2011-12-03,False,Featherweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.0,145,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,180.34,135,26,29,0,0,0,0,0,0,0,0,0,12.7,4.66,-3,0.0,0.0,0.0,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-0.9122807017543859,0,0,0,0.0,0.0,0.0,0,0,0,7.206682000000001,4.2688,0.68144,0.63,2.8864420000000006,0.0,0.0,0.0,0.7333333333333334,0.9333333333333333,-0.19999999999999996,0.0,201.7193,0.0,0.0,0.0,0.009615384615384616,-0.008771929824561403
-325.0,265.0,30.7692,265.0,2018-11-03,False,Middleweight,MALE,3,1,0,0,31.0,0.248,0.0,0.0,0.0,1,2,8,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,1,0,0,10.5,0.695,1.0,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,Southpaw,185.42,187.96,205,28,28,0,0,0,1,-1,6,0,1,-1,-2.54,-2.54,0,20.5,-1.0,-0.5,neither,U-DEC,3.0,900.0,350.0,500.0,225.0,1250.0,190.0,550.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2264150943396226,2,4,-2,0.499999999975,0.4999999999875,-1.2500001034254637e-11,-1,-1,0,7.297499999999999,7.688,1.25,0.0,-1.6405000000000003,1.0,0.5,0.5,0.8666666666666667,0.8666666666666667,0.0,355.7692,0.0,0.3683333333149167,0.368333333324125,-9.208300788543511e-12,-0.003076923076923077,0.0037735849056603774
-240.0,195.0,41.6667,195.0,2021-10-23,False,Light Heavyweight,MALE,3,1,0,0,3.66,0.38,0.0,0.6,0.5,1,3,7,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,0,1,0,3.58,0.41,0.0,1.02,0.28,1,1,6,0,0,1,0,0,0,0,1,Orthodox,182.88,198.12,205,27,37,1,-1,0,0,2,1,0,1,0,2.54,-12.7,10,0.08,0.0,-0.42,neither,KO/TKO,1.0,78.0,330.0,800.0,300.0,2800.0,180.0,330.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2307692307692308,2,4,-2,0.499999999975,0.24999999999375,0.24999999998125,1,-1,2,1.4678,1.3908,0.2856,0.3,0.09139999999999993,0.0,1.0,-1.0,0.8,0.5333333333333333,0.2666666666666667,281.6667,0.0,0.43999999997800004,0.1133333333305,0.32666666664750005,-0.004166666666666667,0.005128205128205128
-250.0,210.0,40.0,210.0,2016-07-07,False,Bantamweight,MALE,3,1,0,0,46.0,0.42,3.0,3.0,0.75,0,1,3,1,0,0,0,0,0,0,0,Southpaw,165.1,165.1,135,1,0,0,15.6667,0.38,0.0,0.3333,0.333,1,2,3,0,0,0,0,1,0,0,1,Orthodox,172.72,175.26,135,30,31,0,0,-1,-1,1,0,1,-1,0,-7.62,-10.16,-1,30.3333,3.0,2.6667,neither,S-DEC,3.0,900.0,143.0,442.0,600.0,682.0,300.0,785.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1904761904761905,3,1,2,0.3333333333222222,0.0,0.3333333333222222,-1,-1,0,5.953346000000001,19.32,0.1109889,5.25,-8.2276429,1.0,0.0,1.0,1.0,0.9333333333333333,0.06666666666666665,290.0,0.0,0.2833333333238889,0.0,0.2833333333238889,-0.004,0.004761904761904762
-215.0,185.0,46.5116,185.0,2022-09-17,False,Middleweight,MALE,3,0,1,0,6.12,0.47,0.1,0.21,0.25,2,4,19,0,0,0,1,1,1,0,3,Orthodox,185.42,187.96,185,0,2,0,4.3,0.59,3.0,6.62,0.49,2,2,11,0,0,0,1,0,2,0,3,Orthodox,182.88,190.5,185,28,32,0,-1,0,0,2,8,0,1,-1,2.54,-2.54,4,1.82,-2.9,-6.41,neither,SUB,3.0,713.0,175.0,500.0,240.0,1200.0,550.0,400.0,1,Arm Triangle,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.162162162162162,5,7,-2,0.599999999988,0.4285714285653061,0.1714285714226939,2,1,1,2.537,2.8764,6.2438,0.1525,-6.4307,0.6666666666666666,0.6666666666666666,0.0,0.8666666666666667,0.8666666666666667,0.0,261.5116,0.0,0.62399999998752,0.40857142856559187,0.21542857142192812,-0.004651162790697674,0.005405405405405406
