RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner
170.0,-205.0,170.0,48.7805,2024-10-19,False,Bantamweight,MALE,3,0,2,0,5.2,0.4,0.4,1.13,0.27,2,0,5,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135,0,1,0,4.84,0.52,0.0,1.88,0.34,2,3,21,1,0,0,4,0,0,0,4,Orthodox,167.64,162.56,135,32,25,0,1,0,-2,-3,-16,-1,0,1,0.0,10.16,-7,0.36,0.4,-0.75,neither,U-DEC,3.0,900.0,240.0,-115.0,1400.0,700.0,2200.0,600.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
190.0,-230.0,190.0,43.4783,2024-10-19,False,Women's Strawweight,FEMALE,3,1,0,0,3.5,0.53,0.0,0.49,0.6,1,4,17,0,0,1,2,0,0,0,3,Orthodox,160.02,160.02,115,2,0,0,2.63,0.33,0.5,1.29,0.18,2,6,30,1,0,2,0,1,3,0,6,Orthodox,165.1,170.18,115,41,31,-1,0,-1,-3,-2,-13,-1,-1,-3,-5.08,-10.16,-10,0.87,-0.5,-0.8,neither,U-DEC,3.0,900.0,350.0,-110.0,450.0,2000.0,2000.0,450.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-150.0,130.0,66.6667,130.0,2024-10-12,False,Middleweight,MALE,3,1,0,0,4.77,0.51,0.9,1.85,0.47,4,3,24,0,1,1,2,0,3,0,7,Orthodox,177.8,185.42,185,1,0,0,3.43,0.43,0.0,0.74,0.26,5,9,65,0,0,3,10,2,0,0,15,Orthodox,185.42,187.96,185,36,33,0,0,-1,-8,-6,-41,0,-2,3,-7.62,-2.54,-3,1.34,0.9,1.11,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
240.0,-298.0,240.0,33.557,2024-10-12,False,Flyweight,MALE,3,0,0,0,8.12,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,125,1,0,0,5.1,0.56,0.2,0.0,0.0,2,3,17,0,0,1,1,2,0,0,4,Orthodox,167.64,172.72,125,33,27,-1,0,-2,-4,-3,-17,0,-2,0,-5.08,-12.7,-6,3.02,-0.2,0.0,neither,KO/TKO,1.0,170.0,650.0,100.0,2000.0,1400.0,650.0,280.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-180.0,150.0,55.5556,150.0,2024-10-12,False,Featherweight,MALE,3,1,0,0,1.94,0.59,2.0,3.97,0.44,4,2,14,0,0,0,3,0,2,0,5,Orthodox,172.72,177.8,145,2,0,0,5.12,0.54,0.8,5.02,0.5,5,3,21,0,0,0,2,3,1,0,6,Switch,182.88,180.34,145,32,33,-1,0,-1,-1,-1,-7,0,-3,1,-10.16,-2.54,1,-3.18,1.2,-1.05,neither,SUB,1.0,246.0,200.0,300.0,700.0,500.0,250.0,1400.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
124.0,-148.0,124.0,67.5676,2024-10-12,False,Bantamweight,MALE,3,0,1,0,9.2,0.51,0.8,2.48,0.37,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135,1,0,0,2.48,0.43,1.4,4.36,0.35,1,2,12,0,0,0,1,0,0,0,1,Southpaw,170.18,172.72,135,31,26,-1,1,0,0,-2,-11,0,0,1,0.0,2.54,-5,6.72,-0.6,-1.88,neither,U-DEC,3.0,900.0,250.0,165.0,750.0,700.0,420.0,300.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-155.0,130.0,64.5161,130.0,2024-10-05,True,Women's Bantamweight,FEMALE,5,1,0,0,3.25,0.44,0.8,1.81,0.56,4,3,26,3,0,0,3,2,2,0,7,Orthodox,167.64,175.26,135,0,6,0,4.1,0.49,0.6,0.83,0.27,6,5,54,2,0,3,7,0,3,0,13,Orthodox,170.18,170.18,135,36,35,1,-6,-2,-6,-2,-28,1,2,-1,-2.54,5.08,-1,-0.85,0.2,0.98,Red,S-DEC,5.0,1500.0,100.0,275.0,500.0,600.0,2200.0,1100.0,0,Not Recorded,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Blue
102.0,-122.0,102.0,81.9672,2024-10-05,False,Bantamweight,MALE,3,0,6,0,5.33,0.47,0.9,1.92,0.33,6,2,20,0,0,0,4,1,3,0,8,Switch,175.26,175.26,135,0,1,0,3.62,0.46,0.1,0.49,0.53,15,7,90,15,0,0,11,11,0,0,22,Orthodox,170.18,177.8,135,38,31,0,5,-9,-14,-5,-70,-15,-10,3,5.08,-2.54,-7,1.71,0.8,1.43,Blue,S-DEC,3.0,900.0,180.0,130.0,2800.0,1800.0,600.0,450.0,0,Not Recorded,1,0,Rank 11-25,Unranked,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blue
700.0,-1100.0,700.0,9.0909,2024-10-05,False,Women's Bantamweight,FEMALE,3,0,1,0,4.87,0.64,0.7,2.75,0.3,1,0,2,0,0,0,0,0,1,0,1,Southpaw,172.72,167.64,135,0,1,0,2.92,0.41,0.6,1.39,0.44,4,3,34,0,0,3,4,0,1,0,8,Orthodox,172.72,172.72,135,33,34,0,0,-3,-7,-3,-32,0,0,0,0.0,-5.08,1,1.95,0.1,1.36,Red,U-DEC,3.0,900.0,1000.0,-110.0,2800.0,300.0,4000.0,240.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Blue
185.0,-225.0,185.0,44.4444,2024-10-05,False,Welterweight,MALE,3,0,4,0,4.13,0.36,0.0,1.96,0.46,4,4,31,0,0,1,2,6,0,0,9,Southpaw,177.8,193.04,170,1,0,1,4.11,0.46,0.0,0.25,0.41,7,7,60,2,0,0,6,6,0,0,12,Orthodox,182.88,190.5,170,41,30,-1,4,-3,-3,-3,-29,-2,0,0,-5.08,2.54,-11,0.02,0.0,1.71,Red,KO/TKO,3.0,737.0,300.0,130.0,3500.0,1800.0,650.0,225.0,1,Punch,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Blue
154.0,-185.0,154.0,54.0541,2024-10-05,False,Women's Strawweight,FEMALE,3,0,3,0,3.52,0.45,0.2,2.4,0.57,3,1,11,0,0,0,2,0,1,0,3,Orthodox,160.02,167.64,115,1,0,2,4.64,0.46,0.2,0.28,0.5,4,4,42,0,0,1,4,3,0,0,8,Orthodox,167.64,165.1,115,37,22,-1,3,-1,-5,-3,-31,0,-3,1,-7.62,2.54,-15,-1.12,0.0,2.12,Red,S-DEC,3.0,900.0,215.0,110.0,2800.0,1000.0,800.0,450.0,0,Not Recorded,1,1,Rank 11-25,Top 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Blue
-112.0,-108.0,89.2857,92.5926,2024-10-05,False,Lightweight,MALE,3,2,0,0,4.43,0.41,0.1,0.95,0.29,2,7,29,0,0,0,3,3,0,0,6,Orthodox,175.26,182.88,155,0,1,0,4.12,0.43,0.0,1.54,0.34,1,5,23,0,0,0,3,1,0,0,4,Orthodox,177.8,180.34,155,32,32,2,-1,1,2,2,6,0,2,0,-2.54,2.54,0,0.31,0.1,-0.59,neither,S-DEC,3.0,900.0,180.0,175.0,1400.0,2000.0,550.0,350.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-150.0,130.0,66.6667,130.0,2024-10-05,False,Women's Strawweight,FEMALE,3,2,0,0,4.82,0.47,0.1,0.57,0.14,3,7,45,0,0,0,7,1,1,0,9,Orthodox,154.94,152.4,115,1,0,0,2.19,0.39,0.3,3.28,0.36,6,5,44,4,1,3,4,1,1,0,10,Orthodox,154.94,160.02,115,36,35,1,0,-3,-1,2,1,-4,0,0,0.0,-7.62,-1,2.63,-0.2,-2.71,neither,U-DEC,3.0,900.0,250.0,100.0,750.0,500.0,420.0,2200.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
160.0,-192.0,160.0,52.0833,2024-09-28,False,Welterweight,MALE,3,0,2,0,5.44,0.53,0.5,0.96,0.23,3,1,14,0,0,0,1,2,2,0,5,Orthodox,185.42,195.58,170,0,2,0,7.73,0.56,0.5,1.05,0.4,2,0,4,0,0,0,1,0,1,0,2,Orthodox,187.96,190.5,170,31,30,0,0,1,3,1,10,0,2,1,-2.54,5.08,-1,-2.29,0.0,-0.09,neither,KO/TKO,2.0,527.0,215.0,130.0,2200.0,500.0,700.0,600.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
170.0,-205.0,170.0,48.7805,2024-09-28,False,Women's Bantamweight,FEMALE,3,0,2,0,6.02,0.49,0.0,0.0,0.0,2,0,6,0,0,1,1,0,0,0,2,Orthodox,172.72,177.8,135,0,2,0,3.41,0.53,0.0,0.39,0.11,2,0,5,0,0,0,1,1,0,0,2,Orthodox,170.18,170.18,135,34,27,0,0,0,0,0,1,0,-1,0,2.54,7.62,-7,2.61,0.0,-0.39,neither,S-DEC,3.0,900.0,330.0,-160.0,2200.0,2800.0,550.0,750.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-155.0,130.0,64.5161,130.0,2024-09-28,False,Lightweight,MALE,3,1,0,0,4.7,0.46,0.3,3.53,0.37,3,2,10,0,0,1,1,1,0,0,3,Orthodox,177.8,180.34,155,0,2,0,5.63,0.45,0.0,2.11,0.75,2,0,4,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,155,28,31,1,-2,1,1,2,6,0,0,0,0.0,-5.08,3,-0.93,0.3,1.42,neither,SUB,1.0,214.0,350.0,275.0,1600.0,1400.0,130.0,550.0,1,Guillotine Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
100.0,-120.0,100.0,83.3333,2024-09-14,True,Bantamweight,MALE,5,0,10,0,4.35,0.42,0.3,6.09,0.36,10,2,37,0,0,0,9,1,0,0,10,Orthodox,167.64,172.72,135,0,6,0,6.7,0.61,0.3,0.29,0.42,6,1,29,2,0,1,3,7,0,0,11,Switch,180.34,182.88,135,29,33,0,4,4,-1,1,8,-2,-6,0,-12.7,-10.16,4,-2.35,0.0,5.8,Red,U-DEC,5.0,1500.0,250.0,130.0,750.0,2000.0,420.0,650.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Blue
-130.0,110.0,76.9231,110.0,2024-09-14,True,Women's Flyweight,FEMALE,5,1,0,1,3.16,0.52,0.3,2.74,0.64,9,3,60,11,0,2,4,4,2,0,12,Southpaw,165.1,167.64,125,0,5,1,4.19,0.41,0.7,0.44,0.4,5,3,37,2,0,1,5,0,2,0,8,Orthodox,165.1,167.64,125,31,36,1,-5,4,4,0,23,9,4,0,0.0,0.0,5,-1.03,-0.4,2.3,Red,U-DEC,5.0,1500.0,165.0,165.0,450.0,1100.0,900.0,1000.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Blue
170.0,-205.0,170.0,48.7805,2024-09-14,False,Featherweight,MALE,3,0,4,0,4.2,0.53,2.8,0.5,0.4,4,2,12,0,0,0,1,2,1,0,4,Orthodox,180.34,182.88,145,0,1,0,4.08,0.37,1.1,1.07,0.26,6,3,34,2,0,0,1,3,4,0,8,Switch,172.72,175.26,145,33,29,0,3,-2,-4,-1,-22,-2,-1,-3,7.62,7.62,-4,0.12,1.7,-0.57,Red,U-DEC,3.0,900.0,350.0,225.0,700.0,550.0,650.0,250.0,0,Not Recorded,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Blue
-198.0,164.0,50.5051,164.0,2024-09-14,False,Lightweight,MALE,3,0,2,0,7.53,0.48,0.3,0.64,0.66,2,1,8,0,0,0,1,2,0,0,3,Orthodox,177.8,175.26,155,0,3,0,6.26,0.4,0.2,0.18,0.25,3,1,14,0,0,0,3,0,1,0,4,Switch,185.42,195.58,155,25,28,0,-1,-1,-1,0,-6,0,2,-1,-7.62,-20.32,3,1.27,0.1,0.46,neither,S-DEC,3.0,900.0,120.0,330.0,1200.0,1600.0,350.0,500.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
110.0,-130.0,110.0,76.9231,2024-09-14,False,Women's Bantamweight,FEMALE,3,0,4,0,3.86,0.5,0.0,1.72,0.56,4,2,27,0,0,1,6,0,0,0,7,Orthodox,170.18,170.18,135,0,1,0,5.19,0.39,0.2,0.15,0.5,3,5,39,1,0,1,3,3,1,0,8,Orthodox,175.26,172.72,135,36,33,0,3,1,-1,-3,-12,-1,-3,-1,-5.08,-2.54,-3,-1.33,-0.2,1.57,Red,U-DEC,3.0,900.0,130.0,130.0,2500.0,800.0,700.0,1800.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Blue
-130.0,110.0,76.9231,110.0,2024-09-14,False,Lightweight,MALE,3,0,1,0,7.17,0.47,0.3,0.0,0.0,3,2,18,0,0,0,1,3,1,0,5,Orthodox,190.5,190.5,155,0,4,0,7.17,0.55,1.1,2.26,0.66,4,0,4,0,0,0,0,3,1,0,4,Switch,177.8,185.42,155,29,27,0,-3,-1,1,2,14,0,0,0,12.7,5.08,-2,0.0,-0.8,-2.26,neither,KO/TKO,1.0,242.0,650.0,500.0,400.0,1000.0,215.0,225.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-535.0,400.0,18.6916,400.0,2024-09-14,False,Women's Strawweight,FEMALE,3,0,1,0,5.11,0.66,0.8,0.76,0.5,1,1,4,0,0,0,1,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,6.64,0.39,0.0,0.0,0.0,2,1,9,0,0,0,2,1,0,0,3,Orthodox,160.02,162.56,115,25,30,0,0,-1,-2,0,-5,0,-1,0,0.0,-2.54,5,-1.53,0.8,0.76,neither,SUB,1.0,182.0,-165.0,650.0,1400.0,2200.0,275.0,1200.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
225.0,-278.0,225.0,35.9712,2024-09-14,False,Flyweight,MALE,3,1,0,0,8.39,0.53,0.0,1.62,0.63,3,1,11,0,0,1,1,1,0,0,3,Orthodox,165.1,165.1,125,0,1,0,3.45,0.45,1.5,0.0,0.0,1,2,8,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,125,28,22,1,-1,2,2,-1,3,0,1,-1,-5.08,-15.24,-6,4.94,-1.5,1.62,neither,U-DEC,3.0,900.0,450.0,120.0,1000.0,900.0,1400.0,225.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-150.0,130.0,66.6667,130.0,2024-09-07,False,Welterweight,MALE,5,0,1,0,4.09,0.55,0.9,3.49,0.52,5,1,19,0,0,0,3,0,3,0,6,Orthodox,177.8,182.88,170,2,0,0,3.17,0.48,0.5,2.1,0.37,6,7,57,1,0,0,7,3,5,0,15,Orthodox,177.8,180.34,170,38,31,-2,1,-1,-9,-6,-38,-1,-3,-2,0.0,2.54,-7,0.92,0.4,1.39,Red,U-DEC,5.0,1500.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Blue
-150.0,130.0,66.6667,130.0,2024-09-07,False,Women's Flyweight,FEMALE,3,0,5,0,5.19,0.47,0.0,0.4,0.25,5,0,13,0,0,0,3,2,0,0,5,Southpaw,162.56,165.1,125,0,2,0,6.44,0.5,0.3,2.23,0.54,4,10,57,4,0,2,6,6,3,0,17,Orthodox,154.94,157.48,125,32,27,0,3,1,-12,-10,-44,-4,-4,-3,7.62,7.62,-5,-1.25,-0.3,-1.83,Blue,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,1,0,Top 10,Unranked,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blue
225.0,-278.0,225.0,35.9712,2024-09-07,False,Bantamweight,MALE,3,2,0,1,3.35,0.5,0.9,4.36,0.5,4,4,22,0,0,0,4,1,0,0,5,Southpaw,170.18,170.18,125,2,0,0,4.39,0.39,1.0,0.56,0.4,4,6,24,0,0,2,1,0,3,0,6,Orthodox,172.72,177.8,125,34,33,0,0,0,-1,-2,-2,0,1,-3,-2.54,-7.62,-1,-1.04,-0.1,3.8,neither,SUB,2.0,329.0,550.0,225.0,650.0,700.0,1000.0,130.0,1,Guillotine Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Blue
105.0,-125.0,105.0,80.0,2024-09-07,False,Lightweight,MALE,3,1,0,0,2.94,0.5,0.0,4.8,0.5,1,1,4,0,0,0,0,1,0,0,1,Orthodox,175.26,175.26,155,1,0,0,4.39,0.53,0.0,1.45,0.5,2,2,12,0,0,0,1,2,0,0,3,Switch,175.26,177.8,155,29,29,0,0,-1,-2,-1,-8,0,-1,0,0.0,-2.54,0,-1.45,0.0,3.35,neither,U-DEC,3.0,900.0,215.0,350.0,2500.0,1000.0,300.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-258.0,210.0,38.7597,210.0,2024-09-07,False,Lightweight,MALE,3,0,1,0,5.8,0.61,1.1,3.26,0.75,1,0,1,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,155,0,3,0,5.45,0.51,0.2,1.85,0.62,3,2,16,1,0,0,1,2,1,0,4,Orthodox,175.26,182.88,155,24,28,0,-2,-2,-3,-2,-15,-1,-2,0,0.0,5.08,4,0.35,0.9,1.41,neither,KO/TKO,2.0,554.0,250.0,550.0,750.0,500.0,420.0,900.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
140.0,-166.0,140.0,60.241,2024-09-07,False,Flyweight,MALE,3,0,3,0,3.03,0.55,1.1,1.13,0.66,3,0,8,0,0,1,1,0,0,0,3,Orthodox,170.18,170.18,125,0,1,0,3.87,0.37,0.3,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,Orthodox,170.18,177.8,125,23,25,0,2,2,2,-1,2,0,0,0,0.0,-7.62,2,-0.84,0.8,1.13,neither,U-DEC,3.0,900.0,275.0,120.0,1200.0,700.0,550.0,550.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
220.0,-270.0,220.0,37.037,2024-09-07,False,Featherweight,MALE,3,2,0,0,4.69,0.59,0.8,3.44,0.52,0,2,5,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,3,0,2.8,0.44,1.1,3.54,0.3,3,1,12,2,0,1,1,0,3,0,5,Orthodox,170.18,180.34,145,27,27,2,-3,-3,-5,1,-7,-2,0,-3,5.08,-2.54,0,1.89,-0.3,-0.1,neither,U-DEC,3.0,900.0,250.0,275.0,750.0,1200.0,420.0,550.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
120.0,-142.0,120.0,70.4225,2024-09-07,False,Featherweight,MALE,3,0,0,0,2.25,0.7,2.4,9.63,0.66,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,0,0,0,0.96,0.6,2.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,27,26,0,0,0,0,0,0,0,0,0,-10.16,-2.54,-1,1.29,0.0,9.63,neither,SUB,2.0,374.0,450.0,400.0,800.0,175.0,275.0,900.0,1,Arm Triangle,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
260.0,-325.0,260.0,30.7692,2024-08-24,False,Middleweight,MALE,5,0,8,0,3.61,0.6,0.5,1.56,0.6,8,0,20,0,0,0,5,2,1,0,8,Southpaw,185.42,190.5,185,1,0,0,4.49,0.5,0.0,0.42,0.46,3,7,49,1,0,1,3,6,0,0,10,Switch,180.34,195.58,185,40,31,-1,8,5,-2,-7,-29,-1,-4,1,5.08,-5.08,-9,-0.88,0.5,1.14,Red,U-DEC,5.0,1500.0,550.0,150.0,2500.0,300.0,450.0,350.0,0,Not Recorded,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Blue
160.0,-192.0,160.0,52.0833,2024-08-24,False,Women's Strawweight,FEMALE,3,0,1,0,4.63,0.38,0.1,2.99,0.38,4,2,19,0,0,1,3,0,1,0,5,Orthodox,154.94,154.94,115,0,2,0,5.46,0.49,0.1,0.76,0.32,3,13,73,0,0,0,9,2,1,0,12,Orthodox,160.02,162.56,115,39,29,0,-1,1,-7,-11,-54,0,-2,0,-5.08,-7.62,-10,-0.83,0.0,2.23,Red,U-DEC,3.0,900.0,150.0,100.0,2200.0,800.0,1200.0,1600.0,0,Not Recorded,1,1,Rank 11-25,Top 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Blue
-142.0,120.0,70.4225,120.0,2024-08-24,False,Middleweight,MALE,3,0,0,0,6.16,0.8,2.2,2.2,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,193.04,185,0,0,0,0.15,0.5,4.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,185,29,33,0,0,0,0,0,0,0,0,0,0.0,-2.54,4,6.01,-2.2,2.2,neither,KO/TKO,2.0,409.0,330.0,350.0,440.0,650.0,340.0,400.0,1,Elbows,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
200.0,-245.0,200.0,40.8163,2024-08-24,False,Featherweight,MALE,3,0,0,0,4.77,0.46,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,0,0,0,1.85,0.42,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,145,31,24,0,0,0,0,0,0,0,0,0,0.0,15.24,-7,2.92,0.0,0.0,neither,KO/TKO,2.0,390.0,400.0,165.0,550.0,1600.0,1100.0,200.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
600.0,-900.0,600.0,11.1111,2024-08-24,False,Welterweight,MALE,3,0,5,0,5.42,0.48,0.0,1.16,0.41,5,0,13,0,0,0,3,2,0,0,5,Orthodox,182.88,200.66,170,0,1,0,3.44,0.46,0.2,2.15,0.4,7,10,87,0,0,4,10,6,2,0,22,Orthodox,190.5,203.2,170,37,25,0,4,-2,-17,-10,-74,0,-4,-2,-7.62,-2.54,-12,1.98,-0.2,-0.99,Red,KO/TKO,1.0,279.0,900.0,-120.0,3000.0,650.0,2200.0,180.0,1,Punches,0,1,Unranked,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Blue
