RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner
-185.0,160.0,54.0541,160.0,2010-09-15,False,Light Heavyweight,MALE,3,0,1,0,17.5,0.35,0.0,1.0,0.165,1,1,6,0,0,1,0,0,0,0,1,Orthodox,193.04,193.04,205,0,1,0,33.0,0.415,0.0,1.0,0.5,1,1,4,0,0,0,1,0,0,0,1,Orthodox,190.5,190.5,185,28,28,0,0,0,0,0,2,0,0,0,2.54,2.54,0,-15.5,0.0,0.0,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-155.0,135.0,64.5161,135.0,2010-09-15,False,Middleweight,MALE,3,1,0,0,20.0,0.51,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,1,0,0,23.0,0.364,0.2,1.8,0.544,3,2,7,0,0,0,0,2,1,0,3,Orthodox,185.42,193.04,205,28,28,0,0,-3,-3,1,-4,0,-2,-1,0.0,5.08,0,-3.0,-0.2,-1.8,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-140.0,130.0,71.4286,130.0,2010-08-28,False,Lightweight,MALE,3,0,7,0,23.875,0.413,0.875,2.75,0.629,7,1,21,0,0,2,4,1,0,0,7,Orthodox,175.26,177.8,155,0,2,0,25.5714,0.475,0.8571,1.5,0.477,6,3,31,3,0,0,1,2,7,1,11,Southpaw,177.8,187.96,145,34,31,0,5,1,-4,2,-10,-3,-2,-7,-2.54,-10.16,3,-1.6964,0.0179,1.25,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-115.0,105.0,86.9565,105.0,2010-08-28,False,Lightweight,MALE,3,0,1,0,61.3333,0.433,2.0,4.0,0.46,1,1,9,0,0,0,2,0,0,0,2,Orthodox,172.72,172.72,155,0,2,0,40.3333,0.443,0.0,0.0,0.0,2,1,7,1,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155,28,26,0,-1,-1,0,0,2,-1,-1,0,-7.62,-12.7,2,21.0,2.0,4.0,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-200.0,170.0,50.0,170.0,2010-08-28,False,Welterweight,MALE,3,1,0,0,21.0,0.53,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,1,0,0,29.3333,0.53,1.0,1.0,0.5,2,1,7,0,0,0,0,1,1,0,2,Orthodox,187.96,193.04,170,25,24,0,0,-2,-2,0,-4,0,-1,-1,-7.62,-7.62,1,-8.3333,-1.0,-1.0,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
315.0,-345.0,315.0,28.9855,2010-08-07,False,Heavyweight,MALE,3,0,5,0,24.6,0.544,0.0,0.0,0.0,5,0,7,0,0,0,0,5,0,0,5,Orthodox,193.04,195.58,238,0,2,0,8.5,0.41,0.0,0.5,0.25,2,0,2,1,0,0,0,2,0,0,2,Orthodox,182.88,182.88,263,34,26,0,3,3,3,0,5,-1,3,0,10.16,12.7,8,16.1,0.0,-0.5,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-150.0,130.0,66.6667,130.0,2010-08-07,False,Welterweight,MALE,3,0,3,0,29.25,0.328,2.0,3.0,0.678,3,1,11,0,0,2,0,0,1,0,3,Southpaw,175.26,180.34,170,1,0,0,14.375,0.413,1.625,0.25,0.25,3,3,12,0,0,0,1,0,4,0,5,Orthodox,185.42,193.04,170,24,25,1,3,0,-2,2,-1,0,0,-3,-10.16,-12.7,-1,14.875,0.375,2.75,neither,KO/TKO,2.0,375.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
600.0,-900.0,600.0,11.1111,2010-08-07,False,Light Heavyweight,MALE,3,0,2,0,31.0,0.615,1.0,2.0,0.475,2,0,4,0,0,0,1,0,1,0,2,Orthodox,187.96,200.66,205,2,0,0,24.5,0.465,1.5,9.0,0.65,0,2,6,0,0,0,0,0,0,0,0,Switch,175.26,182.88,205,28,25,2,2,2,2,2,-2,0,0,1,12.7,17.78,3,6.5,-0.5,-7.0,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
290.0,-350.0,290.0,28.5714,2010-08-07,False,Light Heavyweight,MALE,3,1,0,0,25.5,0.475,0.0,0.25,0.125,1,2,7,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,188.0,205,33,29,-1,0,1,2,-2,7,0,2,0,2.54,-0.04,4,25.5,0.0,0.25,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-300.0,250.0,33.3333,250.0,2010-08-07,False,Welterweight,MALE,3,4,0,0,7.2,0.242,2.0,1.0,0.164,1,4,13,1,0,0,0,0,1,0,1,Orthodox,175.26,182.88,155,1,0,0,26.1667,0.65,1.0,0.1667,0.167,3,2,12,0,0,0,1,2,1,0,4,Orthodox,187.96,195.58,170,27,34,-3,0,-2,-3,-2,1,1,-2,0,-12.7,-12.7,-7,-18.9667,1.0,0.8333,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
185.0,-200.0,185.0,50.0,2010-08-01,False,Middleweight,MALE,3,0,1,0,31.2,0.425,0.8,1.7,0.399,4,2,28,0,0,0,4,3,0,1,8,Southpaw,187.96,190.5,170,0,3,0,27.0,0.465,0.5,1.0,0.32,3,1,7,0,0,1,0,2,0,0,3,Orthodox,182.88,182.88,185,32,29,0,-2,1,5,-1,21,0,2,0,5.08,7.62,3,4.2,0.3,0.7,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
181.0,-196.0,181.0,51.0204,2010-08-01,False,Welterweight,MALE,3,0,1,0,21.5,0.425,1.5,2.5,0.875,1,1,5,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,170,0,4,0,15.0,0.6,0.75,3.75,0.843,4,0,10,0,0,2,0,2,0,0,4,Orthodox,170.18,180.34,170,27,25,0,-3,-3,-3,-1,-5,0,-1,0,5.08,0.0,2,6.5,0.75,-1.25,neither,KO/TKO,3.0,741.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-320.0,290.0,31.25,290.0,2010-08-01,False,Lightweight,MALE,3,1,0,0,20.0,0.17,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,177.8,155,1,0,0,50.5,0.378,0.9,1.2,0.408,4,3,27,0,0,1,4,1,1,0,7,Orthodox,167.64,172.72,145,26,31,0,0,-4,-7,2,-24,0,-1,-1,2.54,5.08,-5,-30.5,-0.9,-1.2,neither,KO/TKO,1.0,64.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-105.0,-115.0,95.2381,86.9565,2010-08-01,False,Lightweight,MALE,3,0,1,0,17.6667,0.4,0.3333,2.0,0.36,1,2,7,0,0,1,0,0,0,0,1,Southpaw,175.26,180.34,155,0,1,0,39.1667,0.355,1.0,1.3333,0.61,2,2,15,0,0,0,3,0,1,0,4,Orthodox,175.26,177.8,155,25,29,0,0,-1,-3,0,-8,0,0,-1,0.0,2.54,-4,-21.5,-0.6667,0.6667,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
180.0,-220.0,180.0,45.4545,2010-08-01,False,Welterweight,MALE,3,0,1,0,46.0,0.616,0.8,3.8,0.534,3,1,15,0,0,0,3,0,0,0,4,Southpaw,185.42,187.96,170,0,2,0,19.0,0.397,0.6667,0.0,0.0,2,1,5,1,0,0,0,1,1,0,2,Orthodox,185.42,190.5,170,28,24,0,-1,1,2,0,10,-1,-1,-1,0.0,-2.54,4,27.0,0.1333,3.8,neither,KO/TKO,2.0,569.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-160.0,140.0,62.5,140.0,2010-08-01,False,Light Heavyweight,MALE,3,2,0,0,21.0,0.36,0.0,1.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,2,0,0,5.3333,0.534,0.1111,0.0,0.0,2,5,11,0,0,0,0,3,0,0,4,Orthodox,187.96,190.5,205,31,31,0,0,-2,-4,3,-5,0,-3,0,-5.08,2.54,0,15.6667,-0.1111,1.5,neither,SUB,1.0,149.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
200.0,-240.0,200.0,41.6667,2010-08-01,False,Lightweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,155,0,1,0,0.0,0.0,0.0,1.0,0.5,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,145,26,20,0,-1,-1,-1,0,-1,0,-1,0,0.0,7.62,6,0.0,0.0,-1.0,neither,SUB,1.0,41.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Armbar,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-190.0,175.0,52.6316,175.0,2010-07-03,False,Light Heavyweight,MALE,3,3,0,0,29.0,0.395,1.0,0.7273,0.149,3,6,28,1,0,0,2,1,2,0,5,Orthodox,193.04,198.12,205,0,1,0,25.8,0.344,0.6,0.6,0.24,3,1,10,0,0,0,0,1,2,1,4,Open Stance,185.42,195.58,205,32,33,-3,-1,0,1,-5,18,1,-1,0,7.62,2.54,-1,3.2,0.4,0.1273,neither,KO/TKO,2.0,488.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
150.0,-170.0,150.0,58.8235,2010-07-03,False,Light Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,2,0,0,16.5,0.345,0.5,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,30,32,2,0,0,0,2,-5,0,0,0,0.0,0.0,-2,-16.5,-0.5,-0.5,neither,SUB,2.0,485.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Armbar,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
170.0,-200.0,170.0,50.0,2010-07-03,False,Welterweight,MALE,3,1,0,0,7.0,0.41,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,177.8,187.96,170,1,0,0,32.4,0.324,0.0,1.2,0.2,1,3,13,0,0,0,2,0,0,0,2,Orthodox,175.26,180.34,170,34,29,0,0,-1,-2,2,-12,0,0,0,2.54,7.62,5,-25.4,1.0,-0.2,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
140.0,-150.0,140.0,66.6667,2010-06-19,False,Light Heavyweight,MALE,3,0,3,0,27.1111,0.426,0.0,1.8889,0.477,3,2,17,0,0,0,1,5,0,0,7,Orthodox,185.42,193.04,205,3,0,0,39.4167,0.379,0.0,0.25,0.125,2,6,27,0,0,2,2,2,0,0,6,Orthodox,187.96,193.04,185,34,33,3,3,1,1,4,-10,0,3,0,-2.54,0.0,1,-12.3056,0.0,1.6389,neither,M-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-190.0,165.0,52.6316,165.0,2010-06-19,False,Lightweight,MALE,3,1,0,0,22.375,0.309,0.25,0.5,0.238,3,4,16,0,0,0,0,3,1,0,4,Orthodox,167.64,177.8,145,1,0,0,34.25,0.473,0.6667,0.5833,0.137,3,4,28,0,0,0,3,2,2,1,8,Southpaw,170.18,177.8,155,34,31,0,0,0,-4,0,-12,0,0,-1,-2.54,0.0,3,-11.875,-0.4167,-0.0833,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
120.0,-140.0,120.0,71.4286,2010-06-19,False,Middleweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.0,185,26,33,0,0,0,0,0,0,0,0,0,-7.62,-2.12,-7,0.0,0.0,0.0,neither,KO/TKO,2.0,565.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
155.0,-175.0,155.0,57.1429,2010-06-19,False,Middleweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,193.04,170,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,185,30,30,0,0,0,0,0,0,0,0,0,7.62,7.62,0,0.0,0.0,0.0,neither,KO/TKO,2.0,492.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
165.0,-190.0,165.0,52.6316,2010-06-19,False,Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,200.66,255,0,1,0,58.0,0.61,2.0,1.0,0.5,1,0,3,0,0,0,0,1,0,0,1,Switch,193.04,195.58,230,29,27,0,-1,-1,-1,0,-3,0,-1,0,5.08,5.08,2,-58.0,-2.0,-1.0,neither,KO/TKO,1.0,272.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-119.0,109.0,84.0336,109.0,2010-06-12,False,Light Heavyweight,MALE,3,1,0,0,41.5625,0.469,0.125,0.75,0.26,7,4,36,5,0,0,3,7,1,1,12,Southpaw,185.42,190.5,185,2,0,0,27.0,0.403,0.0,0.2727,0.182,7,6,44,7,0,0,6,9,0,1,16,Orthodox,187.96,193.04,205,40,35,1,0,0,-4,2,-8,-2,-2,1,-2.54,-2.54,5,14.5625,0.125,0.4773,neither,KO/TKO,1.0,295.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-218.0,198.0,45.8716,198.0,2010-06-12,False,Welterweight,MALE,3,0,1,0,25.0,0.452,1.4444,0.8889,0.444,4,2,14,0,0,1,1,1,4,0,7,Orthodox,182.88,182.88,170,0,2,0,13.75,0.385,1.5,0.5,0.125,2,1,9,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,170,29,28,0,-1,2,4,-1,5,0,0,3,2.54,-2.54,1,11.25,-0.0556,0.3889,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-180.0,168.0,55.5556,168.0,2010-06-12,False,Lightweight,MALE,3,0,3,0,31.0,0.37,0.6667,1.3333,0.583,3,0,7,0,0,1,0,1,1,0,3,Southpaw,177.8,177.8,155,0,2,0,53.2222,0.379,0.8889,1.3333,0.453,4,2,24,0,0,1,4,1,1,0,7,Orthodox,167.64,172.72,145,26,28,0,1,-1,-4,2,-17,0,0,0,10.16,5.08,-2,-22.2222,-0.2222,0.0,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-102.0,-108.0,98.0392,92.5926,2010-06-12,False,Lightweight,MALE,3,0,1,0,29.375,0.51,1.25,2.0,0.518,4,3,18,0,0,0,2,2,1,0,5,Orthodox,177.8,172.72,155,0,1,0,34.5,0.483,0.6667,1.0,0.388,2,3,15,1,0,0,1,0,2,0,3,Orthodox,172.72,177.8,155,30,26,0,0,2,2,0,3,-1,2,-1,5.08,-5.08,4,-5.125,0.5833,1.0,neither,SUB,1.0,105.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Guillotine Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
205.0,-245.0,205.0,40.8163,2010-06-12,False,Middleweight,MALE,3,1,0,0,16.0,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,185,3,0,0,20.5,0.475,0.125,0.375,0.313,3,4,20,1,0,0,0,2,0,2,4,Orthodox,182.88,193.04,185,30,30,2,0,-3,-4,3,-19,-1,-4,0,7.62,-5.08,0,-4.5,-0.125,-0.375,neither,KO/TKO,2.0,547.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Elbows,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
215.0,-255.0,215.0,39.2157,2010-06-12,False,Welterweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,1,0,0,16.0,0.61,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,193.04,170,29,29,1,0,0,0,1,-3,0,0,0,2.54,-2.54,0,-16.0,0.0,-1.0,neither,SUB,2.0,408.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Guillotine Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-109.0,-101.0,91.7431,99.0099,2010-05-29,False,Light Heavyweight,MALE,3,0,1,0,22.3636,0.356,0.0,3.7273,0.407,5,2,29,3,1,3,1,4,0,0,9,Orthodox,182.88,190.5,205,0,2,0,40.3333,0.552,0.0,0.6667,0.22,3,1,17,3,0,0,2,3,0,0,5,Orthodox,185.42,185.42,205,31,30,0,-1,2,4,-1,12,0,1,0,-2.54,5.08,1,-17.9697,0.0,3.0606,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-275.0,250.0,36.3636,250.0,2010-05-29,False,Heavyweight,MALE,3,0,1,0,21.0,0.58,2.0,8.0,0.72,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,185.42,255,0,1,0,4.0,0.8,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,200.66,260,24,33,0,0,0,0,0,2,0,-1,0,-5.08,-15.24,-9,17.0,2.0,8.0,neither,KO/TKO,3.0,755.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
435.0,-500.0,435.0,20.0,2010-05-29,False,Light Heavyweight,MALE,3,0,1,0,14.0,0.5,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,0,1,0,41.25,0.465,0.75,2.0,0.5,2,1,11,0,0,0,2,1,0,0,3,Orthodox,180.34,180.34,205,34,33,0,0,-1,-2,1,-10,0,0,0,7.62,10.16,1,-27.25,-0.75,-2.0,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-215.0,195.0,46.5116,195.0,2010-05-29,False,Welterweight,MALE,3,0,3,0,43.0,0.467,1.0,4.6667,0.647,3,0,7,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,170,1,0,0,33.5385,0.431,1.0,1.3846,0.345,6,3,34,2,0,1,4,5,0,0,10,Southpaw,177.8,182.88,170,28,22,1,3,-3,-7,3,-27,-2,-4,0,7.62,7.62,6,9.4615,0.0,3.2821,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
100.0,-110.0,100.0,90.9091,2010-05-29,False,Welterweight,MALE,3,0,1,0,34.25,0.57,1.0,3.0,0.585,2,1,12,0,0,1,1,1,0,0,3,Southpaw,187.96,193.04,170,0,2,0,56.25,0.438,0.5,0.5,0.25,2,1,8,1,0,0,2,0,1,0,3,Orthodox,177.8,187.96,170,29,28,0,-1,0,0,0,4,-1,1,-1,10.16,5.08,1,-22.0,0.5,2.5,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-310.0,255.0,32.2581,255.0,2010-05-29,False,Light Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,198.12,205.74,205,1,0,0,31.0,0.42,0.0,0.2,0.2,3,2,8,0,0,0,1,2,0,0,3,Southpaw,187.96,195.58,185,29,36,1,0,-3,-3,2,-8,0,-2,0,10.16,10.16,-7,-31.0,0.0,-0.2,neither,KO/TKO,1.0,133.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
